danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,cluster
0.678,0.483,1,-7.956,1,0.422,0.00361,0.0,0.109,0.12,160.156,1hS8xbWKEifaf0VuFpIY69,10
0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,4rXLjWdF2ZZpXCVTfWcshS,12
0.768,0.714,4,-6.914,0,0.294,0.00278,0.0,0.296,0.363,145.113,0r75DNlHu4recmKUdZeMfG,10
0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,41bmnQZoDMQdDh5zyomtW7,7
0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,7aRCf5cLOFN1U7kvtChY1G,17
0.939,0.521,1,-7.468,1,0.379,0.195,0.0,0.201,0.515,124.995,4EzkcqltSOxYE2lstuLOFs,18
0.896,0.581,11,-6.293,1,0.242,0.0334,0.0,0.0941,0.544,133.957,6dNOefmb6Lgl5vNtJsSajt,18
0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,6HgWWaMu31KdOpEG5l28BG,18
0.807,0.627,11,-6.829,1,0.0771,0.0225,0.0,0.0904,0.761,122.963,0WCJSIy75ZVxqY51ce0enc,11
0.767,0.662,5,-4.856,0,0.0578,0.103,0.0,0.123,0.259,143.943,3OGCNLxpBmTYRxPZg2yDE5,12
0.904,0.461,8,-4.349,1,0.164,0.0118,0.0,0.107,0.0794,148.045,23L1gQJjtlZMrZPZvluyQe,13
0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,7qLr3HMApUbyDkUvgIvHnB,18
0.634,0.484,2,-9.868,1,0.381,0.0745,0.0,0.192,0.298,164.012,6JXJgBcTfcuiPAd0416sOB,10
0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,1KUZ33cOqk3X4Ezk0aZnVp,18
0.631,0.535,0,-7.836,1,0.0842,0.464,0.0,0.115,0.22,140.127,5rurggqwwudn9clMdcchxT,16
0.971,0.671,10,-5.26,0,0.154,0.416,0.0,0.128,0.754,119.965,1kwPxt35W7cG3rryxR48PO,17
0.786,0.698,1,-4.697,1,0.0976,0.0175,0.0,0.194,0.168,154.954,293QwzG48nRXlqk5lGDUbw,9
0.849,0.614,1,-7.323,1,0.317,0.0282,0.0,0.0603,0.472,111.363,6c6WmIHcHlhccEwSFBhzNa,18
0.75,0.614,1,-7.98,1,0.116,0.115,0.000392,0.227,0.487,143.037,41s7nEKyANNfGaxRyMyFGI,7
0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,52NGJPcLUzQq5w7uv4e5gf,12
0.73,0.824,9,-4.301,0,0.0891,0.0122,0.0,0.177,0.847,143.999,6v5zJME9hOIkxQgd3v18Yj,17
0.786,0.719,0,-7.487,0,0.296,0.252,0.0,0.301,0.802,130.081,4mWbFYZ9P14Ulf1LIFZGhH,18
0.916,0.583,1,-8.067,1,0.241,0.186,0.0,0.0798,0.661,141.095,2FDTHlrBguDzQkp7PVj16Q,18
0.759,0.741,10,-6.065,0,0.171,0.0192,0.0,0.145,0.69,100.054,2Okh2n1EHlGhviAYv75MOB,17
0.957,0.595,10,-5.688,0,0.217,0.0153,0.000143,0.192,0.454,105.997,5MnqugWyPeiodmvBbFIZ6m,18
0.861,0.608,1,-8.843,0,0.324,0.134,0.0,0.101,0.434,126.893,6rQ9mLqGGyqGqqMkUbZBhb,18
0.803,0.649,9,-4.294,0,0.213,0.111,0.0,0.111,0.135,85.037,6GoVUO5vla1JtUj2rq9Yl4,18
0.849,0.581,6,-5.464,0,0.261,0.0178,0.0,0.092,0.274,142.015,1IzJxbARcQrOWMZgPw1PNj,18
0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,741UUVE2kuITl0c6zuqqbO,18
0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,5wG3HvLhF6Y5KTGlK0IW3J,18
0.732,0.6,6,-9.057,0,0.241,0.00385,0.000114,0.112,0.436,167.973,4muwDurKeVOB1WBjTVRWlD,10
0.783,0.609,6,-7.222,0,0.159,0.0576,8.54e-06,0.166,0.612,77.556,2YIIpDEKJv6OUc7u9tVT7I,17
0.611,0.483,11,-6.216,0,0.055,0.214,0.0,0.124,0.204,145.983,39MK3d3fonIP8Mz9oHCTBB,3
0.759,0.567,2,-7.911,1,0.248,0.118,0.0278,0.105,0.421,87.981,11xC6P3iKYpFThT6Ce1KdG,18
0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,2ZL7WZcjuYKi1KUDtp4kCC,11
0.636,0.723,5,-4.865,0,0.246,0.0445,0.0,0.107,0.421,162.026,3VLsdzHOFM9pyn79QTjiGJ,10
0.784,0.616,0,-7.159,1,0.0927,0.0042,0.00592,0.256,0.291,137.019,2beD5W9IkefQ04IO39XF7w,7
0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,3FhZPYvMGSjFc6boVYKlCv,17
0.801,0.706,1,-6.079,1,0.255,0.000212,0.0,0.15,0.331,138.008,3iRCr53b2ZOvoKMTNvBn5d,18
0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,7sliFe6W30tPBPh6dvZsIH,10
0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991,0ZxhtATQ0a6EvQNZ0z6NKV,11
0.835,0.552,11,-8.039,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,2f9JzwRy6Ofr5ixvN0ojKt,18
0.665,0.698,5,-6.163,0,0.0788,0.0196,0.0,0.381,0.505,143.043,4VkyknxFWgVYBeoEoUJ3k6,12
0.536,0.814,1,-5.407,1,0.306,0.0388,0.0,0.142,0.851,96.7,2dSKFFNoNXKo3hPnlwUdPe,18
0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,6IEXjer2qbXhRLFv99NQQv,10
0.814,0.606,1,-6.378,1,0.243,0.0166,0.0,0.125,0.208,150.005,1h6w4POXM2LfG4ZD4xUfZQ,10
0.522,0.725,5,-7.259,0,0.306,0.688,0.0,0.224,0.495,140.225,2RHKzvzdxXANTOKtbZnuLo,10
0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,1odExI7RdWc4BT515LTAwj,3
0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,26b3oVLrRUaaybJulow9kz,3
0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,1Y3LN4zO1Edc2EluIoSPJN,6
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,3USxtqRwSYz57Ewm6wWRMp,6
0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,6GGtHZgBycCgGBUhZo81xe,3
0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,3OHfY25tqY28d16oZczHc8,11
0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,2L9N0zZnd37dwF0clgxMGI,6
0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,4P9Q0GojKVXpRTJCaL3kyy,16
0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,5CZ40GBx1sQ9agT82CLQCT,16
0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,4xqrdfXkTW4T0RauPLv3WA,16
0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,07bsRv0pcpbG4zJeLsUs1p,7
0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,59nOXPmaKlBfGMDeOVGrIK,18
0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,1ei3hzQmrgealgRKFxIcWn,6
0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,16
0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,6
0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,5Y35SjAfXjjG0sFQ3KOxmm,6
0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,6
0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,16
0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,3NRql0A1Ef4RCvT473iqgD,10
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,7
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,0gplL1WMoJ6iYaPgMCL0gX,16
0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,35mvY5S1H3J2QZyna3TFe0,7
0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,45bE4HXI0AwGZXfZtMp8JR,16
0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,6uvh0In7u1Xn4HgxOfAn8O,16
0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,04sN26COy28wTXYj3dMoiZ,6
0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,11
0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,16
0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,26hOm7dTtBi0TdpDGl141t,6
0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,0k4d5YPDr1r7FX77VdqWez,11
0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,55Am8neGJkdj2ADaM3aw5H,3
0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,20
0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,6
0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,7CiDwKE62N6ey3LyG6s7xc,16
0.422,0.44,11,-5.53,1,0.0544,0.617,0.0,0.0837,0.332,128.934,2PWTZV5znjLtZC5T1EVJvL,6
0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,3i058E8uxTsYqJ5NWZzqSj,16
0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,3J8EOeKLTLXORtWPpOU5bE,3
0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,1wtOxkiel43cVs0Yux5Q4h,6
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,3YJJjQPAbDT7mGpX3WtQ9A,1
0.4,0.641,8,-6.303,1,0.0674,0.214,0.0,0.0656,0.393,81.552,5hnGrTBaEsdukpDF6aZg8a,19
0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4IhTXiZLKATmwhMZIb1GQN,14
0.548,0.445,5,-8.664,1,0.0322,0.133,0.0,0.0969,0.363,87.516,7vfCm8tEWV9lCpyY1nvJVB,6
0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,11
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4pvb0WLRcMtbPGmtejJJ6y,6
0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,5WtfUKzXircvW8l5aaVZWT,16
0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,35ovElsgyAtQwYPYnZJECg,16
0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,2TktkzfozZifbQhXjT6I33,6
0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,0HaRLPnr887lcQM2YQzkff,11
0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,6N22FZs2ZhPBYi3b9XPajV,19
0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,5rZlwNFl01HqLWBQGryKSm,10
0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,2kJwzbxV2ppxnQoYw4GLBZ,16
0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,4d1CG5ei1E2vGbvmgf5KKv,16
0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,0ClPIeT6MSgfSgQ9ZrJbAq,7
0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,7l97ElWmIdVHWUaOeeU5ZC,16
0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,3xVZYkcuWalGudeKl861wb,7
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,1r8ZCjfrQxoy2wVaBUbpwg,19
0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,11
0.502,0.168,1,-14.061,1,0.0486,0.885,0.0,0.111,0.355,112.881,219slQu3ALbTSAe9P22hvE,16
0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,135Lf4Q0CzlMNfOxbEUsLH,16
0.565,0.203,2,-13.656,1,0.0332,0.902,0.0,0.115,0.408,93.213,5PJH1U5Iie893v48Fl9yaC,16
0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,3H3r2nKWa3Yk5gt8xgmsEt,6
0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,6v0UJD4a2FtleHeSYVX02A,6
0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,2KnLkZ3z7PO3kgVGHGqDpD,6
0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk,16
0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,1lORkxEMmsCZqhoxcmk3A3,14
0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,58wyJLv6yH1La9NIZPl3ne,14
0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,4cGqn0E8JCSY9gQllQj4Mf,16
0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,6AGOKlMZWLCaEJGnaROtF9,15
0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,3Z8FwOEN59mRMxDCtb8N0A,19
0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,1is8gU4RVcN4J8xItxWoOY,16
0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,7MOCaEUbfGyq1K96umNVwJ,6
0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827,727Z2S2mtNH46CbP9EWPwY,6
0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,042Sl6Mn83JHyLEqdK7uI0,3
0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,0XER3HPMx223xWaAgNKp4Y,6
0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,3g0mEQx3NTanacLseoP0Gw,19
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,7ce20yLkzuXXLUhzIDoZih,16
0.55,0.481,4,-4.917,0,0.0395,0.0215,0.0,0.0972,0.15,108.163,3l3iCfpZsxbxWJhYoiQNkD,15
0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,0JzG1wJuB4v9UPkSE7LMXi,1
0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,7CC6UbCs4iGsePSzFxYxNn,16
0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,3V0nnQhqvbE3JmiDdnzQFQ,3
0.441,0.202,7,-12.499,1,0.0381,0.732,2.6e-05,0.126,0.269,77.971,1aEsTgCsv8nOjEgyEoRCpS,6
0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,1nYzjrdVQ8RpF93M0jPFW7,3
0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,4VtRHZ4tBDHaWltVAytlLY,3
0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,6INztpNwOTlfSKTuPo0HOP,16
0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,34ZAzO78a5DAVNrYIGWcPm,12
0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,0ri0Han4IRJhzvERHOZTMr,16
0.436,0.255,3,-8.623,1,0.0364,0.955,3.28e-05,0.106,0.15,113.265,7dDrR6vMK1JAwZZ5MIWgme,16
0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,70.743,7sq2z9oX2S0CvgTqCZ0ko4,16
0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,0E4Y1XIbs8GrAT1YqVy6dq,6
0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,5vUnjhBzRJJIAOJPde6zDx,10
0.443,0.314,11,-9.06,1,0.0339,0.685,0.0,0.118,0.369,110.792,2e6JU6XBm7w0FnHyQqrqMs,6
0.573,0.17,11,-10.576,1,0.0555,0.834,3.08e-06,0.108,0.28,146.749,7wB9sL81rFRGhRt6msZ9CV,6
0.494,0.348,9,-9.791,0,0.03,0.652,1.07e-05,0.0859,0.134,104.923,2Y67qsABsPKMrvCxPCzL6r,3
0.732,0.221,6,-12.623,1,0.056,0.897,2.62e-05,0.11,0.677,105.165,0rbKrBvZUYY9GN9l057BuY,6
0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,5dXWFMwD7I7zXsInONVl0H,3
0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,7eQHxigpuDJjCG50JyzU8v,6
0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,5u1n1kITHCxxp8twBcZxWy,18
0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,53UMRr4KOgZP5Ins0aGlhs,3
0.607,0.418,1,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,6OcCk1dbAb7XNHsC098oEM,16
0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,3ZBeHiRJUj1vdiU8zzGPgb,10
0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,1EHUQesfVKwbthtNcpBi9g,7
0.269,0.373,8,-7.113,0,0.0371,0.15,0.0,0.129,0.321,202.899,523f4oSjrZx83XDtRLnsIw,4
0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,18XlJEroUwFo0tLZxscgXE,17
0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,364dI1bYnvamSnBJ8JcNzN,11
0.509,0.498,2,-6.94,1,0.0315,0.413,0.0,0.0674,0.283,99.729,2769RhOZs0ezRncRW1vryp,16
0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,6z6OFc8qYsqUBSOWta3nLV,16
0.409,0.446,2,-4.836,1,0.0317,0.65,0.0,0.0862,0.135,75.638,1NxHgM5nOnmqi3KUVLbaIw,16
0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,2Z8yfpFX0ZMavHkcIeHiO1,12
0.56,0.41,8,-9.227,0,0.0276,0.544,0.0,0.151,0.28,144.727,39ZVkOVxjG8ypNdUSVNkxU,3
0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,7aGyRfJWtLqgJaZoG9lJhE,1
0.534,0.493,0,-6.818,1,0.0316,0.286,0.0,0.0889,0.232,79.97,5gukv8x9eP58gFy2OcZEBQ,16
0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,4y4spB9m0Q6026KfkAvy9Q,3
0.767,0.313,7,-12.059,1,0.0798,0.838,0.0,0.105,0.765,82.582,7zjEyeBsaw9gV0jofJLfOM,6
0.632,0.349,10,-10.289,1,0.0346,0.926,7.5e-05,0.294,0.307,109.981,6gPPoRYJwCsoB2VVdPJfmo,6
0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,6N1K5OVVCopBjGViHs2IvP,16
0.7,0.394,9,-8.911,1,0.0328,0.0567,0.0,0.0801,0.241,103.041,6r3duEAfFTH83DuoywkG20,6
0.661,0.517,5,-7.74,1,0.0406,0.223,0.0,0.116,0.241,84.014,2At18rPHOuTEjGEppwGV0A,6
0.475,0.243,4,-11.209,1,0.0262,0.823,0.0,0.115,0.108,61.317,6m3T4RHAMaSIKUDsxko43y,16
0.791,0.439,10,-5.62,1,0.0645,0.302,1.85e-05,0.126,0.559,85.004,16MQETUgqXwY4lZcyRafU3,11
0.618,0.37,10,-10.5,1,0.0543,0.883,0.0,0.123,0.433,114.26,0Uon5NsSAkBDx69XYOaQ5P,6
0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,1iQDltZqI7BXnHrFy4Qo1k,3
0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,44V6EzbUSYgyfsNiP0FrlA,6
0.535,0.359,2,-9.343,1,0.0607,0.771,0.0,0.111,0.488,154.163,58qX77t2VWMWcycsh9zKLc,16
0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,4O3RwH1TFG1EjPezLIYehI,6
0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,0KmgJyW4GDgonqsoyx0CZ3,3
0.543,0.23,4,-12.532,1,0.0417,0.845,0.0,0.11,0.307,127.357,10wk4XQdba4QpHgFb28Ktk,16
0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867,61Emqg95O9zo1GNOcyxq4Y,19
0.587,0.267,8,-9.206,1,0.0349,0.84,0.0,0.121,0.352,98.845,5QYnNhTKsN3kE7OaqILA1U,6
0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,18O00Y7yrkJ0pRXm1n21Og,3
0.483,0.321,10,-10.401,0,0.0719,0.82,0.000107,0.128,0.148,141.28,5GpYt1p4z2EPVKv5t7XDof,3
0.62,0.379,3,-8.675,1,0.0412,0.797,0.0,0.195,0.509,118.899,5aXfGM7WVcqyAvqnL7k0y3,16
0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,1Jj6MF0xDOMA3Ut2Z368Bx,16
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,11
0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,12
0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,1jDJFeK9x3OZboIAHsY9k2,20
0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,2A6yzRGMgSQCUapR2ptm6A,16
0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,1PtQJZVZIdWIYdARpZRDFO,3
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,7
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,12
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,7
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4y1LsJpmMti1PfRQV9AWWe,11
0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,1Hv1VTm8zeOeybub15mA2R,17
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,5O4erNlJ74PIF6kGol1ZrC,7
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,5ChkMS8OtdzJeqyybCc9R5,17
0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,7N3PAbqfTjSEU1edb2tY8j,7
0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,5zA8vzDGqPl2AzZkEYQGKh,1
0.575,0.643,2,-8.854,0,0.0331,0.136,1.65e-06,0.249,0.789,152.854,5WDLRQ3VCdVrKw0njWe5E5,12
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4o6BgsqLIBViaGVbx5rbRk,11
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,7
0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,1JLn8RhQzHz3qDqsChcmBl,6
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,2M9ro2krNb7nr7HSprkEgo,3
0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,7FwBtcecmlpc1sLySPXeGE,4
0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,0cGG2EouYCEEC3xfa0tDFV,12
0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,05wIrZSwuaVWhcv5FfqeH0,11
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4cOdK2wGLETKBW3PvgPWqT,11
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,9
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,0WQiDwKJclirSYG9v5tayI,7
0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,3X7uFMzJrEE0sxn62qd8Ch,11
0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,7HKez549fwJQDzx3zLjHKC,11
0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,7Ewz6bJ97vUqk5HdkvguFQ,4
0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,7wuJGgpTNzbUyn26IOY6rj,19
0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,1OOtq8tRnDM8kG2gqUPjAj,12
