danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,cluster
0.529,0.953,9,-4.562,1,0.0594,0.000129,0.000487,0.146,0.279,134.968,2DR9AzDhYeStkHupvU08FC,19
0.165,0.971,0,-3.523,1,0.0951,5.14e-06,0.000926,0.196,0.0773,179.324,4lFxQyVeTYkM010VUtCp6o,20
0.43,0.991,2,-2.837,0,0.0916,0.000343,0.00249,0.416,0.276,107.031,1KmeyQfVjX1odybN9aEfWt,15
0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,2MvIMgtWyK88OiPi0J8Dg3,19
0.568,0.82,6,-8.945,0,0.0346,0.000944,0.00103,0.239,0.35,91.987,2NhfAS6tkpBQGo2JRExCHP,15
0.441,0.861,5,-6.132,0,0.0502,0.0127,0.00154,0.974,0.141,101.051,6Paon2GSO2btqO6qmS6hSE,1
0.534,0.978,1,-3.113,1,0.0775,0.00112,0.000122,0.0543,0.525,94.278,6V8oQXzymTzpEZOsiBiyJT,19
0.51,0.944,8,-2.174,1,0.0768,0.0016,0.000109,0.0686,0.44,140.043,577mOFb1LAvSANIUZ4mbQ7,20
0.365,0.905,1,-4.153,1,0.0569,0.000125,0.00925,0.093,0.65,150.404,1B5Y9I5wPfvD3C2A81A36C,20
0.546,0.957,1,-3.189,1,0.164,0.0533,3.37e-06,0.683,0.514,109.775,5uMTA9SIe0sE4dnHHSHaYz,1
0.533,0.803,2,-6.702,0,0.0376,0.0447,0.0,0.392,0.165,109.998,18S33odAheWBHbVAefiRLM,15
0.33,0.996,5,-4.413,0,0.0882,6.07e-06,0.224,0.0844,0.537,148.425,60f1s0PSfuYNDqmA3wEOQk,4
0.447,0.963,3,-7.431,1,0.0867,9.1e-05,0.000133,0.36,0.288,112.484,1QMda5rnAhJmwnjv5pxE7n,19
0.398,0.828,4,-5.507,0,0.0618,0.0015,0.00281,0.302,0.189,131.848,4nm9rEC2KiKeQFq3LbDfM0,15
0.48,0.988,11,-3.229,0,0.0838,3.17e-05,0.00432,0.389,0.252,124.041,0AHHDAHFRaT82UVw5fMr1R,15
0.191,0.968,7,-5.134,1,0.159,2.84e-05,3.84e-06,0.0656,0.31,152.436,2XerUgL3lwzy9Ui3U6BR9O,20
0.506,0.967,6,-2.973,1,0.0451,6.59e-05,0.41,0.167,0.488,129.704,0sObxZUKqdPfgjG9ahSlP5,19
0.412,0.998,11,-3.683,0,0.116,3.55e-06,0.0199,0.122,0.193,94.999,0abHvyyQu4s82Vzq4z5vLI,15
0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,0faXHILILebCGnJBPU6KJJ,4
0.134,0.989,1,-4.343,1,0.18,1.66e-05,0.00338,0.12,0.112,196.615,6ELc3la1AjSF9Vi8vKNh1N,20
0.344,0.987,0,-4.405,1,0.118,3.03e-05,0.00323,0.134,0.181,98.095,2iyGjiPIqdAVfsyfBjhhQL,19
0.43,0.96,7,-4.32,1,0.0778,5.64e-05,0.0909,0.126,0.252,101.608,14M68PdZSSMRzTBuJNuxO6,19
0.153,0.953,0,-4.74,0,0.122,0.00153,0.00622,0.366,0.145,199.9,1UMdbkqX19OiwfExH7gzYA,4
0.371,0.991,1,-3.792,1,0.123,9.01e-05,0.335,0.168,0.164,168.942,7JPbtFvuscfYiKEen8d2eh,20
0.265,0.783,5,-5.242,1,0.047,2.23e-05,0.873,0.151,0.116,160.069,19b5PItx4o6FqXjjbJ6uFS,20
0.493,0.974,1,-3.252,1,0.135,0.0202,8.31e-05,0.182,0.354,99.647,3AwLxSqo1jOOMpNsgxqRNE,19
0.19,0.826,8,-10.051,1,0.0565,2.75e-05,0.38,0.13,0.123,94.976,6EJfuLTl01JoGXt8rtM1rd,19
0.461,0.978,2,-4.428,1,0.0693,1.32e-05,0.00433,0.142,0.42,131.788,6oGxyLDI6UOq8kZb1Xqg7Z,19
0.386,0.972,4,-5.015,0,0.074,0.000135,0.141,0.383,0.234,102.874,09GYi8NSE6lTYSmXZLcvLL,15
0.394,0.961,4,-5.479,0,0.131,6.08e-06,0.518,0.0802,0.456,147.978,49sHjT9q3WsuwhLJ3G5LEy,4
0.495,0.943,11,-4.441,0,0.111,7.3e-06,0.718,0.334,0.662,125.055,6NlRFM6YPUDQLTL94Cyf7W,8
0.28,0.975,7,-4.612,1,0.114,3.75e-05,0.0691,0.225,0.288,159.459,4L91mXHMovMwrikrEOBAbT,20
0.501,0.992,4,-3.488,0,0.21,1.95e-05,1.84e-06,0.385,0.285,145.967,5ekaJJpk1v5NtD2xWZCera,4
0.467,0.973,5,-3.01,0,0.136,0.00106,0.0,0.358,0.699,160.066,6QLTabgzA4CXdXrCV7aTuV,4
0.328,0.925,4,-4.887,0,0.105,0.000533,0.188,0.053,0.519,155.285,12CAico2MeTeKqTMGwCSd8,4
0.652,0.88,7,-5.226,1,0.126,0.00766,0.0,0.213,0.788,100.151,3spyoxbcdwvfqyWo9PKeRJ,11
0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,4vAHXnJ5YWLq5hbIVzZS1h,19
0.364,0.977,2,-5.334,0,0.194,0.000693,0.0949,0.13,0.0545,112.511,72g0QxafqnVgkqC8xAbsac,15
0.555,0.978,4,-4.638,0,0.0801,0.000246,0.0,0.185,0.483,140.003,7EzTy7p26h3hwZU6psDXdO,4
0.572,0.969,0,-3.391,1,0.0719,9.36e-05,0.00385,0.0758,0.568,136.016,4uxh8UgysQrm5jUfIMNeJb,7
0.53,0.965,1,-4.647,1,0.0846,0.000212,0.000844,0.0918,0.572,102.027,6dcxA7XvgrpD1ncyqdt4vh,19
0.682,0.806,4,-5.277,0,0.0921,0.00495,0.000312,0.103,0.289,130.008,66XhJ1swYXMsOfRTmuBbor,15
0.557,0.963,10,-4.77,0,0.0718,0.00114,0.0,0.257,0.258,132.051,0LbwutTbG21oSGxV9SUUS2,15
0.623,0.965,1,-4.56,1,0.0881,0.00014,0.0,0.0695,0.627,112.994,0gWa1NcrwJjvItXyXXx1FI,7
0.413,0.974,2,-5.446,1,0.0804,1.19e-05,0.835,0.096,0.108,97.493,43q96dY1coOtTywVVeOdAc,9
0.463,0.993,2,-5.011,1,0.113,3.47e-06,0.662,0.317,0.138,99.996,1ezcCNBWucveQl9CgUncJG,19
0.427,0.989,2,-4.007,1,0.134,5.71e-06,0.696,0.296,0.101,140.008,3PQ6XkMkI8GMAztJwet5dj,9
0.464,0.981,2,-3.98,1,0.0653,6.89e-06,0.138,0.0635,0.356,135.019,4KQ6gz3oH9iFSPzAH5Ij2K,19
0.336,0.978,2,-3.658,0,0.0466,3.49e-05,0.0648,0.0434,0.722,165.241,2GCsOy9c1nAO8R5iec1DeR,4
0.424,0.988,2,-4.361,1,0.0833,1.01e-05,0.897,0.162,0.156,120.598,12EfbgVwa6CtKvCWkZWGso,9
0.384,0.981,8,-2.238,0,0.183,0.000568,4.34e-05,0.306,0.351,174.955,1DOJAC971RZsoIdyM5sB53,4
0.408,0.82,0,-5.116,1,0.0423,0.0118,6.58e-06,0.689,0.382,98.288,1ybhXkz4S8k9fdBZNBan7L,1
0.537,0.964,9,-4.157,1,0.113,0.000599,1.14e-05,0.0564,0.712,155.017,6efSwlK3LOlWOeKK9xlUKF,20
0.508,0.988,1,-3.613,0,0.165,8.45e-05,0.0,0.209,0.174,75.018,1LHZMWefF9502NPfArRfvP,15
0.466,0.967,8,-3.001,1,0.0515,6.21e-06,0.198,0.305,0.294,95.998,52s05aBQd2LVc6EWIQCQI1,19
0.461,0.987,1,-1.711,0,0.108,3.58e-05,8.48e-05,0.359,0.309,142.031,15zUfY9L1p7bN9JsgaTAP0,4
0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,42ZVk59gT4tMlrZmd8Ijxf,20
0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,5anCkDvJ17aznvK5TED5uo,12
0.481,0.932,4,-4.592,0,0.083,0.00721,0.0,0.337,0.543,149.992,11Ojp7JniVvwd0gmgvyKkd,4
0.49,0.946,3,-4.009,0,0.245,0.00535,0.0,0.16,0.21,140.042,7poHeEqEghq9HRIWUusfem,10
0.235,0.943,2,-3.44,0,0.165,0.00881,0.0,0.359,0.0492,150.036,582VSFPYCNvLdmXLvhoyzl,4
0.493,0.951,2,-3.448,0,0.0779,0.00184,0.0,0.279,0.298,155.071,04GzTW0WWDY55UR1yY5XtD,4
0.334,0.968,8,-2.544,1,0.131,2.93e-05,0.533,0.449,0.149,153.818,2ptvMNky2NB76kLNmjBVL3,2
0.184,0.394,9,-10.273,0,0.0974,0.434,0.664,0.119,0.144,99.664,2b3D5q3mz05RERSqoPirIb,5
0.173,0.946,7,-5.292,1,0.294,0.00597,0.0,0.15,0.0782,157.325,5D0xWyog9zSgg94wuEG3Jq,10
0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,5aeIj88MLdekYvObw5Yisk,10
0.186,0.587,0,-7.606,1,0.0396,1.66e-05,0.521,0.126,0.0549,125.317,7Aw00NfSmVtPGOmtfxazgx,19
0.494,0.895,5,-4.984,0,0.0844,0.00458,0.00214,0.0765,0.295,172.002,2HNeMETowwHKIuSefhXi8r,4
0.455,0.975,4,-4.278,0,0.136,0.000183,0.0,0.335,0.216,150.036,3CYd8gNwk4WkARe7dN6lRJ,4
0.27,0.964,6,-4.545,1,0.0866,3.28e-05,0.0247,0.525,0.325,99.731,7lMFAK8dv0QkWpIlZcWQlJ,19
0.441,0.994,5,-4.138,1,0.114,1.51e-05,9.68e-06,0.368,0.19,140.053,6yHx2dNnWb1fEChGoulEVc,19
0.366,0.952,8,-3.082,1,0.0787,3.91e-05,0.00104,0.379,0.431,180.079,01W5V5ldcR16YA7ZVHFLSH,20
0.487,0.945,1,-2.895,1,0.108,9.05e-05,0.214,0.227,0.197,97.51,6mm4fBBmlVOE220KoKpt7e,19
0.438,0.969,1,-3.281,1,0.158,2.89e-05,0.73,0.719,0.397,142.032,213fcsbfrn69u0vHnrg1Gl,2
0.547,0.988,2,-4.063,1,0.099,0.000898,0.00571,0.201,0.4,150.043,7CbVI0Prg9CSiMxDjFuJdm,20
0.648,0.814,2,-5.907,0,0.0295,0.000665,0.00487,0.164,0.279,95.979,1IGBLr4ZusCJzrmNxS8WNC,15
0.499,0.928,2,-7.065,1,0.0437,2.1e-05,0.00022,0.109,0.369,142.011,2Vd0HlBEx4U7cjxzewQzzz,20
0.381,0.884,2,-5.646,1,0.0552,1.57e-05,0.0438,0.161,0.639,186.049,6CL2OxZh1y3hZRfD2wp6NY,20
0.476,0.899,2,-6.447,1,0.0399,3.48e-05,0.000208,0.0979,0.447,139.997,5Ihb8XMH4w7XlJ5n2tUT4l,20
0.442,0.916,7,-4.458,1,0.0495,0.00111,7.46e-05,0.326,0.441,130.039,6v6SSoEu2W3hz8Ltw47xc3,19
0.485,0.919,7,-4.829,1,0.0672,0.0294,0.0,0.345,0.506,163.098,67i28zzq1NeJEhgK47XXE4,20
0.462,0.924,9,-5.267,0,0.0608,0.000228,0.0,0.321,0.559,150.036,4AAFyaMmxVxHyKCmjHX2xp,4
0.431,0.935,1,-3.069,0,0.0441,0.000886,0.0,0.0827,0.363,174.948,2qaVrBz7Ksq8ogztNMxhXj,4
0.521,0.932,1,-4.592,1,0.0733,6.7e-05,0.000401,0.0629,0.551,105.0,421KU7J0y1406D3wBKOpkx,19
0.323,0.924,0,-5.633,1,0.0595,1.4e-05,0.00182,0.247,0.249,170.006,5ovLfnL1qjzGwf7pbGwwgP,20
0.219,0.844,11,-7.269,0,0.0402,7.92e-05,0.713,0.101,0.549,169.779,1Mp05e1nlnPnuZLnvJKuSy,4
0.293,0.563,8,-7.9,0,0.048,0.86,0.0038,0.921,0.402,75.125,6AiUBUihUVTlIjg2uH707V,1
0.449,0.937,6,-6.333,0,0.0652,0.00331,9.65e-06,0.101,0.249,93.679,6TG5ZHmSqMqLqLVXeg71cs,15
0.57,0.949,4,-3.201,0,0.0737,0.0859,0.0,0.213,0.623,123.321,2H4PGNTvlEXDGcQV9Xe3m1,12
0.419,0.924,4,-6.022,1,0.0935,0.0041,0.0,0.279,0.207,142.387,1HThcuccJq2ldm1YF48thW,20
0.477,0.994,5,-4.953,0,0.241,0.000115,0.0129,0.0534,0.0397,125.058,0CcqWuAEJC93K8cBMbAjgI,15
0.504,0.961,8,-3.206,1,0.0685,9.22e-05,0.000355,0.423,0.67,170.016,26Ygs0XvgV72NRfdz8mTKx,20
0.502,0.817,0,-3.508,1,0.0447,0.000477,0.0,0.153,0.617,90.024,7dRj3sTBYkNbEx5kdNHriv,7
0.56,0.966,2,-3.441,1,0.106,0.000151,6.32e-05,0.597,0.53,108.979,57SGVmGpFIvGKHWgxUo6rm,1
0.219,0.937,10,-6.511,0,0.0633,2.11e-06,0.0307,0.244,0.214,169.14,2M68XTz09XLct5SKVykV60,4
0.521,0.929,1,-6.135,0,0.05,1.03e-05,0.00492,0.365,0.45,104.004,0PAR95bj6egxPtdzMkgFEU,15
0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,3B0hzwc1e8AYOytj9hZS2I,15
0.598,0.954,2,-4.86,1,0.0801,0.00951,2.86e-05,0.127,0.235,100.98,1UwwbPgKGOoSbqqHm9Xxzn,19
0.347,0.802,6,-5.584,1,0.0493,0.00012,0.229,0.265,0.145,134.787,0PVqmGnFNOQmHD1prOk2UI,19
0.388,0.979,0,-4.389,1,0.176,6.34e-05,0.0567,0.663,0.0547,183.905,2zy79BntQ1kumEUeqM5O84,2
0.499,0.97,0,-2.838,1,0.116,0.000683,0.136,0.0871,0.0506,106.558,6vAQtUlYrzolE6SS9QCTs5,19
0.577,0.937,1,-5.842,0,0.0736,0.000156,2.18e-06,0.161,0.305,120.038,6E8OdG2rZHNLl8UX4xM5eR,15
0.477,0.967,5,-4.865,0,0.0948,0.00138,9.44e-06,0.228,0.263,91.945,0WBXQ55FOIE1Bfz6A0Db4u,15
0.471,0.914,7,-7.274,1,0.147,0.000475,0.0581,0.347,0.0943,122.044,6rUF7Yrshr4eZf9GoqZOlH,19
0.574,0.967,10,-5.918,0,0.138,4e-05,0.0489,0.0557,0.296,123.987,6R4FzrHNtOmRgARYC3Rk9M,15
0.42,0.875,2,-4.801,1,0.0527,0.000402,0.0106,0.266,0.232,179.993,0uk6pxp37C1pyiEJlArHjw,20
0.327,0.88,0,-4.841,1,0.0651,0.0225,0.00199,0.244,0.155,90.005,3f6KCfAEKkL43OvGty6NcC,19
0.417,0.511,10,-6.144,0,0.028,0.543,0.000369,0.0984,0.168,73.996,1DH9pHPoBQ1YJRbzuFfnhV,3
0.476,0.99,0,-3.283,0,0.0503,0.000332,2.02e-06,0.155,0.279,95.013,5W5riPbci6HLF2TkTd2VyA,15
0.257,0.92,7,-7.193,1,0.075,0.000142,0.622,0.506,0.15,139.996,22mbGl4jUbr7bhqWOzejjt,2
0.287,0.974,2,-6.134,1,0.247,4.65e-06,0.81,0.102,0.0366,170.017,6NVJrvr7jKmdV04xhGG4TH,10
0.349,0.8,2,-8.014,0,0.0467,4.95e-05,0.356,0.0971,0.182,150.01,6Qb4UHym7uBDGHRU0LYNjk,4
0.167,0.99,7,-5.885,1,0.177,5.1e-06,0.564,0.264,0.118,153.637,46f36Ds9aJhDhbQsZajbih,20
0.464,0.947,7,-5.674,1,0.0921,5.59e-06,0.409,0.0828,0.253,140.069,3JKIEqhpdNrM82JGzDMn4r,13
0.46,0.994,8,-2.004,1,0.132,7.4e-05,0.00201,0.331,0.333,145.069,7p1fmF8w0xdDqrFj2iC45O,20
0.537,0.962,1,-3.644,1,0.0736,0.00565,0.0,0.336,0.673,171.996,2yXuUK5IOV1QfDXyyCkwzr,20
0.228,0.854,8,-5.942,0,0.066,0.00168,0.0,0.081,0.456,171.404,1BZ6VNjPOcf1ysNMARzirk,4
0.402,0.752,6,-5.95,0,0.0343,0.571,0.00317,0.126,0.437,159.94,6bN0ge8bHLzXxKrfUfIKtx,4
0.459,0.938,4,-3.532,0,0.0772,0.000582,0.000576,0.626,0.437,134.978,1PkOm35a0G1r33rVrrK6b0,1
0.458,0.944,4,-6.674,0,0.0526,9.54e-05,0.0546,0.365,0.528,160.144,7wjM5zHHFWaQD4FJgO1cjh,4
0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,5mpUKTdskZea0gStWzeHUZ,19
0.595,0.934,9,-2.757,1,0.0346,0.00875,3.01e-05,0.372,0.586,105.936,4zRAvChrgH2AXdV93mYZr7,11
0.47,0.969,7,-4.135,1,0.116,9.18e-06,0.482,0.174,0.44,92.587,6xtjbKMvK69gjhhcdBRuwB,19
0.466,0.958,1,-4.245,0,0.0418,0.000156,0.000113,0.117,0.615,141.217,4wEKfYJaOwMU1UDuFksBAS,4
0.344,0.774,10,-7.063,1,0.0408,0.000233,0.0,0.304,0.324,92.009,3krUWLGpFJqnzK9t8iVo7o,19
0.284,0.992,0,-4.128,1,0.0945,2.55e-05,0.00525,0.565,0.304,121.275,0kmUCvHfMHrEHncEWAJGwN,1
0.206,0.969,11,-4.257,0,0.1,6.42e-05,0.0,0.313,0.715,194.609,7qFlhASAQGN8AQUH5CXB8O,4
0.453,0.899,5,-4.693,0,0.0686,0.00706,0.0,0.168,0.386,152.501,4h7Sc2UWOxz07UmQ60kQNQ,4
0.486,0.884,8,-6.936,1,0.0516,0.0105,1.65e-05,0.0772,0.266,132.04,4oBtFzBV5CIDioiDz9FuNF,19
0.429,0.936,0,-6.116,1,0.0784,1.76e-06,0.471,0.31,0.444,94.967,1PiFUVjeIru5HkBAKwr44A,19
0.344,0.92,1,-5.122,0,0.0487,0.00634,0.0,0.0816,0.505,115.727,3pWvRhml43vlUrGYlIzLM6,15
0.496,0.926,4,-3.257,1,0.041,5.51e-05,0.787,0.293,0.49,109.959,7ldJhE5mB9ukNh3OjuX85T,19
0.227,0.909,10,-4.648,1,0.0714,6.1e-05,0.335,0.363,0.173,93.704,0xDlzSpwgLuOrCbh3pOmLS,19
0.538,0.86,1,-6.354,1,0.0325,0.00087,0.000158,0.209,0.582,91.984,7K8tplxNrEPRR2wcc6y0xT,19
0.47,0.978,6,-5.165,1,0.105,5.6e-06,0.583,0.0508,0.353,138.009,4bYOTcFBDkSwALvenyVXEW,13
0.518,0.983,1,-6.273,0,0.106,0.000623,4.2e-05,0.14,0.221,118.022,25UznYxMoMzQd4S963GMkp,15
0.432,0.953,11,-4.469,0,0.0821,0.000147,0.138,0.129,0.481,148.189,7I6p0xNYahHpUUXj785URX,4
0.297,0.952,9,-3.674,0,0.0913,0.000683,0.00643,0.239,0.0721,137.676,3XFaGEb6daqdj39ThpJ2XI,15
0.492,0.983,5,-3.25,1,0.143,0.00157,0.00594,0.393,0.0709,96.05,0ipTpoDQ06S5iI4RRQFQjx,19
0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,56fiFTRrSiHHH3gBeaTg2P,19
0.143,0.933,9,-4.824,0,0.0864,5.88e-06,0.139,0.13,0.258,158.954,1IoBqiz40yvzhZnTnQt6bT,4
0.277,0.965,10,-4.659,0,0.133,3.69e-06,0.851,0.284,0.612,115.017,2OBXIrRkIIRZXkXZBRFOiF,15
0.522,0.709,9,-7.013,0,0.0337,4.17e-05,0.713,0.121,0.341,130.01,3jZTEN6W2m9rESBhayO33M,8
0.521,0.946,8,-6.685,1,0.078,0.00162,0.359,0.15,0.278,139.964,6QThKpqUT1T8nAAnvvymJh,13
0.568,0.931,4,-5.055,1,0.0625,0.0013,0.0,0.097,0.506,134.987,5rjgXhqcchofRej44YE5s8,20
0.42,0.885,0,-6.611,1,0.0466,0.00243,0.921,0.31,0.68,159.853,5clUjbxHSe1IEJX7LEH3rv,9
0.252,0.943,1,-5.992,0,0.0824,0.00326,0.0,0.327,0.254,101.236,2SAWR6iBrWe1fVzbK5vZJq,15
0.332,0.972,8,-5.258,1,0.198,5.84e-06,0.141,0.365,0.122,200.153,2HdjEa5BP2VACt1velDTIk,20
0.214,0.969,11,-3.924,1,0.106,0.000347,0.246,0.138,0.0369,159.948,6WCkyaVmut83CtBFEUhDo4,20
0.403,0.857,6,-5.433,0,0.0578,0.000929,0.118,0.308,0.232,154.836,091swkGx75hWDRm2an3PTb,4
0.405,0.96,0,-4.672,1,0.13,9e-06,0.372,0.228,0.264,152.019,3UDEQapo4aNTwmodEamAo2,20
0.447,0.983,7,-5.029,1,0.0853,6.67e-05,0.0876,0.171,0.135,104.694,7ee1N8QFcGTO0JR98F7Ion,19
0.373,0.98,6,-4.945,0,0.103,5.98e-06,0.3,0.277,0.111,102.842,0fgTEy6LAXgNC4nT4XKZbS,15
0.404,0.991,6,-4.862,0,0.0902,9.47e-06,0.0327,0.193,0.12,102.661,2bCDPJWJdZd4YzLRK3TtmI,15
0.311,0.972,10,-5.654,1,0.152,8.14e-05,0.291,0.135,0.109,111.713,6DffvSNPziUYqceywXJaKE,19
0.245,0.973,2,-5.788,0,0.121,0.000111,0.453,0.305,0.179,141.171,4cnXHm3uMxThwSNyQvnrTi,4
0.343,0.981,7,-4.934,0,0.114,6.52e-06,0.198,0.423,0.206,100.344,49gx9MqDiz7PAlcz8yovEu,15
0.319,0.99,0,-5.133,0,0.124,3.5e-05,0.0357,0.254,0.206,105.551,66SvhAHu1tggvj5wwOwxDR,15
0.635,0.763,3,-6.166,0,0.0507,0.0141,0.0,0.0534,0.537,127.997,3R7P3zTl4HLEAimfB1dLc2,12
0.431,0.914,0,-4.243,0,0.0616,0.000243,0.0096,0.502,0.534,147.108,3Ddgh4ZwVIkLx0f4WeDFmo,1
0.53,0.938,4,-6.493,0,0.119,0.00393,0.00104,0.145,0.242,140.042,7f6X7zERAXAbIYVLizIZ3O,4
0.485,0.984,7,-3.389,1,0.107,0.000204,3.76e-06,0.17,0.109,136.05,04np64OjIt01Z7KSYWwhcC,19
0.586,0.85,5,-5.976,1,0.0499,0.00144,0.0,0.313,0.532,101.146,6lckKVKKMaZvonHddzf941,19
0.568,0.923,6,-5.641,1,0.0554,9.5e-05,2.21e-06,0.353,0.547,104.977,6G959eb5RQdjyzrgdDfZyK,19
0.514,0.937,5,-4.785,0,0.0418,0.000312,3.23e-06,0.313,0.48,89.986,17YWWJ4mOV7IYk4B3R9p0y,15
0.464,0.763,10,-5.67,0,0.0289,0.00316,0.00196,0.113,0.268,95.928,7s0fJ0s9A5eRh4NXaMkfgS,15
0.139,0.941,8,-7.257,0,0.272,0.000417,0.0154,0.952,0.0688,80.2,16ifX7GBQ9UY9bMkVq6Xr5,1
0.242,0.998,11,-5.64,1,0.0894,8.12e-06,0.88,0.284,0.18,114.642,4E6wpXABj8XosZEPXZz2OK,13
0.286,0.941,4,-4.64,0,0.0917,0.000369,0.199,0.149,0.209,142.235,3lQyVKbP6uh4KeV3LwXKBT,4
0.483,0.981,1,-3.641,1,0.0788,0.00681,0.00582,0.589,0.0997,101.7,574pGyzXZeV8TcoejbitiM,1
0.457,0.958,5,-5.832,0,0.0893,1.41e-05,6.92e-05,0.365,0.273,155.015,29Cjv2cfjTGNLOWhJrtL3A,4
0.504,0.935,8,-4.528,0,0.0656,0.00011,0.101,0.0778,0.418,141.966,0ymVVG9bR6TlMUKy3OiPjx,4
0.309,0.98,10,-3.764,0,0.106,5.17e-06,0.707,0.313,0.137,175.178,24lq7iazH1xoHKCXRgl3La,4
0.386,0.993,10,-2.874,1,0.0999,3.26e-06,0.521,0.135,0.17,170.172,66pLpb4I0yNGPQ4OKlhNm3,20
0.442,0.932,11,-6.258,1,0.0575,0.000145,3.85e-06,0.28,0.303,152.028,61nq0jg2PYWxUUiarofGBI,20
0.439,0.979,1,-4.098,1,0.203,0.000569,0.00304,0.265,0.393,163.989,37R4aMmLKMberEOPKZidH8,20
0.209,0.963,7,-4.07,1,0.148,0.000378,0.0448,0.329,0.169,158.902,4X2FfUa46heKmEae0nn95u,20
0.342,0.866,1,-4.672,0,0.0434,0.0078,7.04e-06,0.0863,0.262,151.501,4sDPNu5m7XZgKWYlzzGfE9,4
0.512,0.943,1,-3.612,0,0.036,0.0103,8.32e-06,0.116,0.83,150.078,6qkmIkSwvY16W1UTWhJRD5,12
0.149,0.974,0,-4.59,0,0.095,6.52e-06,0.488,0.0742,0.0889,158.327,191BdY8t3PemMDsI6GjpV8,4
0.436,0.985,0,-4.001,1,0.084,1.72e-06,0.884,0.35,0.324,92.514,6elKaHglJ8GwzTx8f29vIq,19
0.103,0.966,0,-3.403,1,0.0846,1.13e-06,0.0223,0.378,0.374,166.194,79yW7WI4hSC07G2Gf7gtE1,20
0.538,0.984,2,-4.589,1,0.0992,0.000149,0.787,0.127,0.0494,123.008,5I29F9GR0OkaU1nuxp9hU8,9
0.205,0.942,4,-6.211,0,0.0495,8.52e-06,0.825,0.0813,0.387,95.29,0wwAkc9n9SfV27COAK2AUH,15
0.224,0.987,0,-5.035,1,0.142,5.93e-05,0.563,0.323,0.243,99.968,3naTFyzCzSGlfECdLk09eE,19
0.422,0.978,2,-6.727,0,0.0664,3.87e-05,0.219,0.0355,0.137,149.989,4kZ0UrS6G1RZh8Er15pcIM,4
0.232,0.914,10,-4.216,1,0.0337,8.99e-05,0.00343,0.202,0.585,98.665,0jKLx1EnsMDQFxUhUHSft8,19
0.449,0.961,1,-6.612,1,0.0688,1.52e-05,0.0566,0.116,0.144,95.938,3CNN8lGt2bMKWylhaNnR50,19
0.337,0.978,4,-4.474,1,0.0643,1.16e-06,0.878,0.0558,0.201,101.499,0e8J73P0Id5tR6fMAmHVpk,19
0.17,0.986,5,-3.951,1,0.0953,7.89e-06,0.783,0.338,0.161,162.782,6r3pdm90oqbqKm4laY8a5y,20
0.318,0.978,10,-4.435,0,0.107,5.1e-06,0.636,0.0992,0.139,175.271,4wDUS58qIKWEgpJKlbfWqp,4
0.445,0.959,7,-5.875,1,0.0612,3.16e-05,0.00678,0.178,0.365,97.974,2OsCkXO8524Qxwe1pR3eAb,19
0.436,0.973,8,-5.887,1,0.173,2.39e-06,0.564,0.0763,0.0394,119.945,4ZMZ2YgMRAbTtaCYIksyMa,13
0.5,0.85,2,-7.759,1,0.0493,0.000406,0.00515,0.121,0.434,76.976,0RZVAhyB8vhxQz6ITjiuyA,19
0.34,0.627,2,-9.553,0,0.0315,0.00445,0.000684,0.141,0.119,91.042,5xITcnqoMdILDBNCwHGr5v,15
0.543,0.643,2,-8.649,0,0.0278,0.00448,9.51e-06,0.111,0.272,104.006,6lkVbijlh932FSS2I0gDrR,15
0.287,0.813,2,-3.817,1,0.0544,0.000553,0.0118,0.171,0.305,66.658,4JTq5gCiSlcHwworwLiVam,19
0.304,0.834,7,-8.167,0,0.049,0.000374,0.000568,0.263,0.257,100.538,1XcTT3XqNalzJMamAiIqOW,15
0.428,0.835,5,-7.7,0,0.0508,6.93e-06,0.0309,0.0727,0.305,131.892,6VOxRb9IAJQDDyHBlyEdPF,15
0.476,0.943,5,-6.764,1,0.0413,5.24e-05,0.0443,0.335,0.589,79.951,5wO7hTEOnwLt4NX1nbA16k,19
0.468,0.916,10,-4.163,0,0.0547,5.43e-05,0.0,0.433,0.287,143.997,73yjsVafHrOn7fQEHIbv0B,4
0.424,0.926,0,-4.177,1,0.0494,2.4e-06,0.739,0.261,0.477,95.951,1aKrYw2i1mWRPMOUUe3dT8,19
0.379,0.968,0,-2.868,1,0.0926,0.000451,0.74,0.343,0.298,94.11,3h9kEQJ0InBbnMRLbIRU55,19
0.49,0.977,7,-3.38,1,0.105,2.89e-05,0.254,0.443,0.217,130.002,2NPtVBSGFmYaYKfDiQvhpG,2
